Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
BACW_57_2_val_2 - polya	(1, 0.5876453239098798)	(2, 0.6919137771500439)	(3, 0.7918390508588665)	(4, 0.8869968377951803)	(5, 0.9847569506359256)	(6, 1.0799344834719908)	(7, 1.1744346860258896)	(8, 1.271524815896004)	(9, 1.3683054402676913)	(10, 1.5177520529318325)	(12, 1.7122950861791195)	(14, 1.9058361298157718)	(16, 2.109653995859028)	(18, 2.311037376145738)	(20, 2.526113160289054)	(22, 2.728476258648308)	(24, 2.932527861039783)	(26, 3.1307670511963286)	(28, 3.3216761500789223)	(30, 3.519616855704344)	(32, 3.7167640516839464)	(34, 3.9116620519197864)	(36, 4.102541072745781)	(38, 4.278147558528098)	(40, 4.450744401822741)	(42, 4.624793027956075)	(44, 4.800637153345862)	(46, 4.974830888882019)	(48, 5.137207621830973)	(50, 5.307789464937043)	(52, 5.487216093510776)	(54, 5.663773596929952)	(56, 5.840221579486553)	(58, 6.018637493517203)	(60, 6.201294183924671)	(62, 6.382656140277517)	(64, 6.56361284647849)	(66, 6.749614170858947)	(68, 6.931140293703911)	(70, 7.1098613507667645)	(72, 7.283506104369139)	(74, 7.466747594854125)	(76, 7.6588097624408)	(78, 7.8262880552336345)	(80, 7.988360333960841)	(82, 8.155224437430018)	(84, 8.331043076832916)	(86, 8.49761466546159)	(88, 8.666329602627222)	(90, 8.835129952289453)	(92, 9.001825986007256)	(94, 9.168283232100162)	(96, 9.332866684148064)	(98, 9.50239258082441)	(100, 9.666031903340018)	(102, 9.830515248268252)	(104, 9.988507473058476)	(106, 10.149175956075457)	(108, 10.312982889135466)	(110, 10.4692576798543)	(112, 10.619078546199773)	(114, 10.772967527100983)	(116, 10.935229228703712)	(118, 11.059969587916251)										
BACW_58_1 - illumina_universal_adapter	(1, 3.842577949682381e-06)	(2, 5.977343477283704e-06)	(3, 1.2808593165607937e-05)	(4, 1.7078124220810584e-05)	(5, 2.6044139436736137e-05)	(6, 3.074062359745905e-05)	(7, 3.9706638813384605e-05)	(8, 4.4403122974107515e-05)	(9, 4.995351334587095e-05)	(10, 6.212167685319849e-05)	(12, 8.19749962598908e-05)	(14, 0.00010545741706350534)	(16, 0.0001349171813444036)	(18, 0.00016501737528358225)	(20, 0.0002030162016748858)	(22, 0.0002459249887796724)	(24, 0.00029587850212554336)	(26, 0.0003434837733910528)	(28, 0.00041030193440497425)	(30, 0.0007083152020581189)	(32, 0.004161725396058779)	(34, 0.004287890038740017)	(36, 0.004445862687782515)	(38, 0.004657417951567806)	(40, 0.0049351509467087384)	(42, 0.005317060499596614)	(44, 0.00584285324904482)	(46, 0.006507192281234352)	(48, 0.007434534426424367)	(50, 0.008836434948400156)	(52, 0.010519484090361037)	(54, 0.012338517796430127)	(56, 0.014547146211286454)	(58, 0.01744935994606045)	(60, 0.021567109172250645)	(62, 0.02656843785031502)	(64, 0.03157915949670085)	(66, 0.03680271726618853)	(68, 0.04256060684723481)	(70, 0.0499039867856306)	(72, 0.05778383330111261)	(74, 0.0654655735756332)	(76, 0.07368591519276763)	(78, 0.08297534738612478)	(80, 0.09673689988325394)	(82, 0.11323458135710973)	(84, 0.12480671832913098)	(86, 0.1355582514323423)	(88, 0.14753855557324091)	(90, 0.1649206704051819)	(92, 0.19222240021422798)	(94, 0.21582372745772993)	(96, 0.2336114477399152)	(98, 0.25405567024464754)	(100, 0.28264082108888755)	(102, 0.3188895667006635)	(104, 0.35630474819672087)	(106, 0.39076818939776387)	(108, 0.4271482230894873)	(110, 0.4715312792676354)	(112, 0.527972131575334)	(114, 0.5801720586858998)	(116, 0.628612450225807)	(118, 0.6827537331071734)	(120, 0.7503489487731417)	(122, 0.8523264845501042)	(124, 0.9631705554694059)	(126, 1.0454706765191504)	(128, 1.1301260843754974)	(130, 1.2351262346629905)	(132, 1.3959616042780019)	(134, 1.643383704122181)	(136, 1.8834096953194326)	(138, 2.1148071777306727)
BACW_58_1 - polya	(1, 0.01765621872568502)	(2, 0.04532790340066441)	(3, 0.062047813965943485)	(4, 0.07597032778385379)	(5, 0.10207381370225725)	(6, 0.11133528046720283)	(7, 0.12131189368389485)	(8, 0.12743738988879408)	(9, 0.13260096074695615)	(10, 0.14180735056128962)	(12, 0.1572246272016264)	(14, 0.17080942111307015)	(16, 0.18517810092624915)	(18, 0.19995729615038588)	(20, 0.21721858325346463)	(22, 0.2345703844149137)	(24, 0.25067526903169085)	(26, 0.2730555103934048)	(28, 0.2921232360859398)	(30, 0.32171428844678557)	(32, 0.33986128976726615)	(34, 0.35714904796288716)	(36, 0.3720695646649511)	(38, 0.38714677315674095)	(40, 0.40628174396339545)	(42, 0.4251317235721151)	(44, 0.4432148954033204)	(46, 0.46022065107274535)	(48, 0.4733125276238659)	(50, 0.4858011194368864)	(52, 0.49968670181116925)	(54, 0.5176565175928589)	(56, 0.5366251901649132)	(58, 0.550507143437799)	(60, 0.5661150546397506)	(62, 0.5866100845640398)	(64, 0.6026297920362658)	(66, 0.6175577804176763)	(68, 0.6315631231380575)	(70, 0.6472890868736854)	(72, 0.6628540892885322)	(74, 0.6764698373001261)	(76, 0.6926727076546202)	(78, 0.7077061534530943)	(80, 0.7237969486173892)	(82, 0.7392253260384696)	(84, 0.759230640750727)	(86, 0.7858584250827094)	(88, 0.8030825672656079)	(90, 0.818199695872764)	(92, 0.8355512835576602)	(94, 0.8606813163954774)	(96, 0.8802451615966269)	(98, 0.899729380043597)	(100, 0.9183266034138486)	(102, 0.9374863375006233)	(104, 0.9569483543861064)	(106, 0.9754811078374245)	(108, 0.9981550929357363)	(110, 1.019538825749166)	(112, 1.0423005497106623)	(114, 1.061000028349686)	(116, 1.081523877608598)	(118, 1.1044583041012772)	(120, 1.1232901382030125)	(122, 1.1392699255598722)	(124, 1.1579358883801127)	(126, 1.1819050357240202)	(128, 1.2061538373520437)	(130, 1.224529685537083)	(132, 1.2438659647329904)	(134, 1.2659524623581064)	(136, 1.2870012504602553)	(138, 1.308636885605942)
BACW_58_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.002999772519385379)	(4, 0.003740963110568558)	(5, 0.0042140271514850116)	(6, 0.004644395881849438)	(7, 0.0050235302395514325)	(8, 0.005284825540129835)	(9, 0.005570457167722892)	(10, 0.0059017727776066176)	(12, 0.006166697179581941)	(14, 0.0063466579135587325)	(16, 0.006516585249555798)	(18, 0.006647873329503279)	(20, 0.006773611019078998)	(22, 0.0068826975375394246)	(24, 0.006982177611125647)	(26, 0.007082725067475669)	(28, 0.00719650807009682)	(30, 0.007331852204546744)	(32, 0.007481712744584356)	(34, 0.007621753363195002)	(36, 0.007792107652297588)	(38, 0.007968652761430217)	(40, 0.008172309392763383)	(42, 0.008383651179995915)	(44, 0.00861975624734862)	(46, 0.008852872642962686)	(48, 0.009109044506274845)	(50, 0.009395530040078943)	(52, 0.00968244252698856)	(54, 0.009993904817465593)	(56, 0.010333546012906963)	(58, 0.010672333302137293)	(60, 0.011002795005809977)	(62, 0.011355244794416956)	(64, 0.011744626026651437)	(66, 0.012142546320996324)	(68, 0.012576757629310433)	(70, 0.013859111281740548)	(72, 0.014399206960223683)	(74, 0.014956167286374868)	(76, 0.015598518233630105)	(78, 0.01629509222528642)	(80, 0.017029024613675753)	(82, 0.01784877457627466)	(84, 0.01873406184057093)	(86, 0.019712638358423375)	(88, 0.020725157648164683)	(90, 0.021841426542547414)	(92, 0.02298160481083928)	(94, 0.024254138541842427)	(96, 0.02556061504473444)	(98, 0.026995177479282526)	(100, 0.02879990825631669)	(102, 0.03342487777186495)	(104, 0.03532204389624424)	(106, 0.03716477349966971)	(108, 0.03905276013228032)	(110, 0.04108185476626537)	(112, 0.04324885525333348)	(114, 0.04559944557577529)	(116, 0.04824442006447334)	(118, 0.051241630865225596)	(120, 0.05475225277536597)	(122, 0.058867867236028555)	(124, 0.06332483070455461)	(126, 0.06835049570963364)	(128, 0.07437907355957976)	(130, 0.08122633398936101)	(132, 0.08928784905124189)	(134, 0.09821244981593197)	(136, 0.10732042693944302)	(138, 0.11698088138149729)
BACW_58_1_val_1 - polya	(1, 0.05717121601655102)	(2, 0.06519661008891979)	(3, 0.07321346196429827)	(4, 0.07881757029977196)	(5, 0.08676950147802431)	(6, 0.0939009546353602)	(7, 0.10054037724605591)	(8, 0.10840218824606081)	(9, 0.11580613748738665)	(10, 0.1294903099559669)	(12, 0.14695760791661774)	(14, 0.163129908813542)	(16, 0.18555146747363094)	(18, 0.20466591456893266)	(20, 0.234288758846753)	(22, 0.2524629236083496)	(24, 0.269765357167088)	(26, 0.2847016021595187)	(28, 0.2997903253682258)	(30, 0.31893979547118767)	(32, 0.33780053931587806)	(34, 0.35589077699204513)	(36, 0.37289957252924266)	(38, 0.3859996722786124)	(40, 0.39849028627272576)	(42, 0.41237242415655573)	(44, 0.43034670150857973)	(46, 0.4493204159084666)	(48, 0.4631984962487262)	(50, 0.47880444948519485)	(52, 0.4992918411917595)	(54, 0.5153007725712446)	(56, 0.5302137400768767)	(58, 0.5442103434003766)	(60, 0.5599237147639979)	(62, 0.5754743572749546)	(64, 0.5890690502300617)	(66, 0.6052400697974374)	(68, 0.6202465743601131)	(70, 0.6363120977946588)	(72, 0.6517087672048656)	(74, 0.67166462070371)	(76, 0.6982376871010754)	(78, 0.715418607907627)	(80, 0.7304889653928051)	(82, 0.7477807212053057)	(84, 0.7728223852372385)	(86, 0.7922945368315082)	(88, 0.8116955746358339)	(90, 0.8302105730573426)	(92, 0.8492637298892391)	(94, 0.8686045452047833)	(96, 0.8870046510767728)	(98, 0.9095321329795412)	(100, 0.9307554349568183)	(102, 0.9533322480472057)	(104, 0.9717754920139962)	(106, 0.9919583543978572)	(108, 1.0145086866775745)	(110, 1.032934419140535)	(112, 1.0484705399166079)	(114, 1.066388652323421)	(116, 1.0884080870601924)	(118, 1.1050589645434972)										
BACW_58_2 - illumina_universal_adapter	(1, 1.7078124220810582e-06)	(2, 2.988671738641852e-06)	(3, 8.539062110405292e-06)	(4, 1.024687453248635e-05)	(5, 2.0066795959452436e-05)	(6, 2.5617186331215874e-05)	(7, 3.415624844162117e-05)	(8, 3.7998826391303544e-05)	(9, 4.184140434098593e-05)	(10, 5.1874802320712145e-05)	(12, 6.916640309428286e-05)	(14, 8.944667560649541e-05)	(16, 0.00011442343227943089)	(18, 0.00014153495447996768)	(20, 0.00017675858568538951)	(22, 0.00022030780244845652)	(24, 0.0002709017454526079)	(26, 0.00032341697743160043)	(28, 0.00038874080257620086)	(30, 0.000689102312309707)	(32, 0.004089570321225854)	(34, 0.004223633596359217)	(36, 0.004387583588878998)	(38, 0.004607464438221935)	(40, 0.004894803878237073)	(42, 0.005286960305657436)	(44, 0.005822359499979848)	(46, 0.006496091500490825)	(48, 0.00744072524645441)	(50, 0.008856501744359608)	(52, 0.010545955182903296)	(54, 0.012370112326238625)	(56, 0.014593470623235403)	(58, 0.017505931232541887)	(60, 0.02164075858295289)	(62, 0.026636536870645502)	(64, 0.03168056085926191)	(66, 0.03694446569722125)	(68, 0.04270513047345342)	(70, 0.05005384732566821)	(72, 0.05797297352685808)	(74, 0.0656594102855394)	(76, 0.07389192006618114)	(78, 0.08316726280705614)	(80, 0.09691750104688901)	(82, 0.11334815088317812)	(84, 0.12481547086779415)	(86, 0.13550808444244364)	(88, 0.14744185069484056)	(90, 0.16476696728719462)	(92, 0.19192374651691657)	(94, 0.2152975077551762)	(96, 0.23290548077993745)	(98, 0.2531035648193374)	(100, 0.28134373755431696)	(102, 0.31705003924552944)	(104, 0.3538869127601596)	(106, 0.3876589034068125)	(108, 0.4232208949483592)	(110, 0.4666584634743326)	(112, 0.5219883838014674)	(114, 0.5731217820544436)	(116, 0.6205823162171817)	(118, 0.6736538680926673)	(120, 0.739572865866363)	(122, 0.8386001556841804)	(124, 0.946138969137097)	(126, 1.025677130547231)	(128, 1.106350773741496)	(130, 1.2066888095932606)	(132, 1.3591892006823052)	(134, 1.59387336809984)	(136, 1.8206672286508079)	(138, 2.0387222130379863)
BACW_58_2 - polya	(1, 0.4775978559439728)	(2, 0.6791901690119485)	(3, 0.8038314430126904)	(4, 0.9544310388759588)	(5, 1.1008119111035815)	(6, 1.202142399449128)	(7, 1.2946311159324553)	(8, 1.3900914260302037)	(9, 1.491891135838717)	(10, 1.657524604453565)	(12, 1.8705364187583382)	(14, 2.064190179258823)	(16, 2.251964582019741)	(18, 2.4394170621390963)	(20, 2.631057952223606)	(22, 2.8177229173398297)	(24, 3.0061676364764143)	(26, 3.2064001039033077)	(28, 3.4048282675062724)	(30, 3.6169874564593223)	(32, 3.8144976708854186)	(34, 4.013491974306303)	(36, 4.2056516124140195)	(38, 4.392162233982598)	(40, 4.583418225842481)	(42, 4.774966253626539)	(44, 4.966149663458484)	(46, 5.154068162892515)	(48, 5.3268498938765365)	(50, 5.496968504864874)	(52, 5.668225159355977)	(54, 5.8433963333950425)	(56, 6.0156936860808505)	(58, 6.175328677039692)	(60, 6.344165788281812)	(62, 6.523439768188373)	(64, 6.698682029919507)	(66, 6.873870495559347)	(68, 7.050682663859479)	(70, 7.231703308920724)	(72, 7.41009434980507)	(74, 7.588337237961801)	(76, 7.772418282883416)	(78, 7.951592142286733)	(80, 8.128034355720931)	(82, 8.299194091857082)	(84, 8.479999979506252)	(86, 8.667905456870564)	(88, 8.834068774289362)	(90, 8.99610132041225)	(92, 9.164124232082145)	(94, 9.341208582987045)	(96, 9.509156137433813)	(98, 9.678825807231696)	(100, 9.848628686398504)	(102, 10.016816828920232)	(104, 10.185626401687045)	(106, 10.352873966517311)	(108, 10.526635127925397)	(110, 10.69450262866488)	(112, 10.862646154587082)	(114, 11.024804224922995)	(116, 11.190607193920734)	(118, 11.362277565971086)	(120, 11.525837750305527)	(122, 11.683636842910632)	(124, 11.848832044162663)	(126, 12.028699061932793)	(128, 12.208215551203292)	(130, 12.377763112412996)	(132, 12.54944223700201)	(134, 12.72768042867458)	(136, 12.902518792767893)	(138, 13.074173367553339)
BACW_58_2 - polyg	(1, 0.03119276693620501)	(2, 0.03217689384442922)	(3, 0.03231906922856747)	(4, 0.0324714914872382)	(5, 0.032600431325105324)	(6, 0.032719978194650993)	(7, 0.032842086782829794)	(8, 0.032958644980636824)	(9, 0.03309783169303643)	(10, 0.03334332972871058)	(12, 0.03371264416498561)	(14, 0.03406509395359259)	(16, 0.034428004093284816)	(18, 0.03476188142180166)	(20, 0.0351145446869614)	(22, 0.03547894916252295)	(24, 0.03590782355701805)	(26, 0.03639049404280871)	(28, 0.03685971550577548)	(30, 0.037384227395907126)	(32, 0.03793798557376691)	(34, 0.03851928222693275)	(36, 0.039117016574661115)	(38, 0.03971261615686189)	(40, 0.04031590089496202)	(42, 0.04093434246830813)	(44, 0.041613624859190866)	(46, 0.04234371466963052)	(48, 0.04304498514544755)	(50, 0.04382182632094167)	(52, 0.044637733705590904)	(54, 0.04540817058450222)	(56, 0.04625908812380411)	(58, 0.047115983006583276)	(60, 0.04797906870939249)	(62, 0.04887993976204025)	(64, 0.04994326647133847)	(66, 0.05091565216916087)	(68, 0.05186476892273242)	(70, 0.052955634107336697)	(72, 0.05402536511321772)	(74, 0.05511153381366127)	(76, 0.056255981613008335)	(78, 0.05739423859232536)	(80, 0.05854594459446628)	(82, 0.05975443535964138)	(84, 0.06091297261147062)	(86, 0.06199124267946206)	(88, 0.06312458969806559)	(90, 0.06435869764957192)	(92, 0.06577362024126607)	(94, 0.06701776159075212)	(96, 0.06825293692502225)	(98, 0.06959549096533073)	(100, 0.07111245534924422)	(102, 0.0727056308624931)	(104, 0.07436989406781108)	(106, 0.07679840333201035)	(108, 0.08073854006630411)	(110, 0.08265598646319562)	(112, 0.08443104399939612)	(114, 0.08624602165096276)	(116, 0.08821278113154185)	(118, 0.09034946794811802)	(120, 0.09265053171031949)	(122, 0.09526967553613355)	(124, 0.0982519429781926)	(126, 0.10172627387436375)	(128, 0.10552829127902172)	(130, 0.10950215730865157)	(132, 0.11402060202437253)	(134, 0.11942561486370631)	(136, 0.12601200694601467)	(138, 0.13340299215567597)
BACW_58_2_val_2 - polya	(1, 0.6168948298160517)	(2, 0.7237410568803329)	(3, 0.8259890193047459)	(4, 0.922521397722962)	(5, 1.022572307081475)	(6, 1.1195958618266322)	(7, 1.21613550111229)	(8, 1.315743497556857)	(9, 1.4147633637386428)	(10, 1.5683102088586383)	(12, 1.7682663831169798)	(14, 1.9665683609281532)	(16, 2.174956110725751)	(18, 2.3809558893547162)	(20, 2.600789115344667)	(22, 2.806413250860984)	(24, 3.012426697005133)	(26, 3.211029360150365)	(28, 3.403334288564512)	(30, 3.5998755060210637)	(32, 3.796387252897999)	(34, 3.992326459021661)	(36, 4.18469118281474)	(38, 4.361617380432359)	(40, 4.535713548187099)	(42, 4.710783739953655)	(44, 4.889676991983212)	(46, 5.065537123416445)	(48, 5.228579047600987)	(50, 5.4008324499099984)	(52, 5.583454370925812)	(54, 5.762022592359889)	(56, 5.940378326643833)	(58, 6.120446557869402)	(60, 6.304782470711316)	(62, 6.4864638958385)	(64, 6.6679533350883275)	(66, 6.8553003723693156)	(68, 7.037811458379181)	(70, 7.217456850853732)	(72, 7.391569035227828)	(74, 7.575298879193282)	(76, 7.765696762129348)	(78, 7.934039546656209)	(80, 8.09817679404983)	(82, 8.268268379855527)	(84, 8.447202847985562)	(86, 8.6170377407717)	(88, 8.788473868383665)	(90, 8.960106893636258)	(92, 9.12977991178943)	(94, 9.29993727251195)	(96, 9.468442358781626)	(98, 9.64335345212924)	(100, 9.812030877223194)	(102, 9.980753148851349)	(104, 10.143049125683714)	(106, 10.308142031365623)	(108, 10.478306866510511)	(110, 10.639839170931946)	(112, 10.794722442771072)	(114, 10.954966156776521)	(116, 11.124726946003769)	(118, 11.254202947779778)										
BACW_59_1 - illumina_universal_adapter	(1, 5.432767932649034e-06)	(2, 6.338229254757207e-06)	(3, 1.2223727848460327e-05)	(4, 1.765649578110936e-05)	(5, 2.490018635797474e-05)	(6, 3.0332954290623774e-05)	(7, 3.350206891800238e-05)	(8, 3.802937552854324e-05)	(9, 4.210395147803002e-05)	(10, 5.206402602121991e-05)	(12, 7.221054043812675e-05)	(14, 9.507343882135809e-05)	(16, 0.00012019999050985988)	(18, 0.00014645836885099686)	(20, 0.00018471410971006717)	(22, 0.00023225082912074622)	(24, 0.0002786557218787901)	(26, 0.00032528697996736094)	(28, 0.00039364930978652796)	(30, 0.00066143949580002)	(32, 0.003449354906571083)	(34, 0.003556425707910374)	(36, 0.0036949612901929245)	(38, 0.0038817126878777346)	(40, 0.004157199295129147)	(42, 0.004514403786700821)	(44, 0.004978226348950732)	(46, 0.005662302377803456)	(48, 0.006586552022345373)	(50, 0.007842653241439936)	(52, 0.009321271580442582)	(54, 0.010913751680700329)	(56, 0.012906445685329889)	(58, 0.015516211580976168)	(60, 0.019215021081788054)	(62, 0.023267865959544234)	(64, 0.02696803365233928)	(66, 0.03092127778466356)	(68, 0.035506081189158295)	(70, 0.04155705283947668)	(72, 0.04767367043564791)	(74, 0.05323093930008682)	(76, 0.059214227716577625)	(78, 0.06650024861025156)	(80, 0.07780629140875525)	(82, 0.09084787719640978)	(84, 0.09955954694174304)	(86, 0.10748165441419796)	(88, 0.11694281976890626)	(90, 0.13187795154641951)	(92, 0.15386209971654488)	(94, 0.171776199243794)	(96, 0.1847763601759621)	(98, 0.19957091908321806)	(100, 0.22118495993793172)	(102, 0.24833634950799788)	(104, 0.27461147888359394)	(106, 0.29805545707028813)	(108, 0.32333163624226835)	(110, 0.35646178692221475)	(112, 0.40007536878952965)	(114, 0.43869261508145163)	(116, 0.4726188926288617)	(118, 0.5111922240466613)	(120, 0.5623469405351542)	(122, 0.6428417729745791)	(124, 0.7313435998854066)	(126, 0.7928407219603495)	(128, 0.8535009714083339)	(130, 0.931498767886715)	(132, 1.0543490436863854)	(134, 1.2460494665925088)	(136, 1.4299842004695713)	(138, 1.6018126901047172)
BACW_59_1 - polya	(1, 0.016770501877426514)	(2, 0.04380802968623759)	(3, 0.05992750487306833)	(4, 0.07333331247754088)	(5, 0.0987622882476268)	(6, 0.10780241408755478)	(7, 0.11728259413002735)	(8, 0.12318710741149475)	(9, 0.12802770363948504)	(10, 0.1367042867585866)	(12, 0.15095873798720502)	(14, 0.1636114281370141)	(16, 0.17675193557410895)	(18, 0.1902976369528472)	(20, 0.2063614262683683)	(22, 0.22276091536906098)	(24, 0.23775558122850285)	(26, 0.25890217767567814)	(28, 0.2770790873516692)	(30, 0.30607897621081925)	(32, 0.32384231642793737)	(34, 0.3404199550437548)	(36, 0.35499426048440796)	(38, 0.3697550909574154)	(40, 0.38827358591717176)	(42, 0.4067563151547048)	(44, 0.42486712615418193)	(46, 0.4418270958132596)	(48, 0.45458459311110266)	(50, 0.46696179665366033)	(52, 0.48049165245926173)	(54, 0.49786677613452596)	(56, 0.5162345117841513)	(58, 0.5298411054368013)	(60, 0.5455132827305107)	(62, 0.5659681067275952)	(64, 0.5818193389977515)	(66, 0.5964817005519796)	(68, 0.6103705717717969)	(70, 0.6258453584972866)	(72, 0.6418147534699779)	(74, 0.6554675256500555)	(76, 0.6717142181526423)	(78, 0.6869990843658199)	(80, 0.7034132872129969)	(82, 0.7187963959796231)	(84, 0.7385728030811183)	(86, 0.7651738985326733)	(88, 0.7819905789375272)	(90, 0.7966375476492795)	(92, 0.8134241214651734)	(94, 0.8377830683178581)	(96, 0.856967982810686)	(98, 0.8760290754677158)	(100, 0.8943485953019388)	(102, 0.9132165983320288)	(104, 0.9322887828902544)	(106, 0.9503871437965525)	(108, 0.9725596279216764)	(110, 0.9936704586466285)	(112, 1.0164572982788027)	(114, 1.034904035428782)	(116, 1.055429485408991)	(118, 1.07873809712803)	(120, 1.0978625720776074)	(122, 1.113872033713802)	(124, 1.1326162149080938)	(126, 1.156754681928845)	(128, 1.1807944536654866)	(130, 1.1990318028847282)	(132, 1.2184711520090685)	(134, 1.2404500937765919)	(136, 1.2613103380806505)	(138, 1.2827222346952034)
BACW_59_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.005485284689331308)	(4, 0.0067348213138405865)	(5, 0.007532080007956832)	(6, 0.008258259988287586)	(7, 0.008730910798428053)	(8, 0.009055971413064886)	(9, 0.00933892807622369)	(10, 0.009728050079399676)	(12, 0.010005121243964778)	(14, 0.010200700889540143)	(16, 0.01039469597780182)	(18, 0.010542738903966505)	(20, 0.010684443600876434)	(22, 0.010810076359318944)	(24, 0.010921900832599302)	(26, 0.01102919799926912)	(28, 0.011154151661720048)	(30, 0.011299930934579466)	(32, 0.011448652956735732)	(34, 0.011611409629384676)	(36, 0.011798387392400012)	(38, 0.011998720709916446)	(40, 0.012216257792552934)	(42, 0.012445339507046302)	(44, 0.012706112367813455)	(46, 0.012995407260227018)	(48, 0.013280174846030036)	(50, 0.013574676141045721)	(52, 0.013881627529240392)	(54, 0.014225929196972024)	(56, 0.01460509112560482)	(58, 0.014984479419568144)	(60, 0.015334892951224009)	(62, 0.015717676725145235)	(64, 0.016136678951950794)	(66, 0.016556360274747932)	(68, 0.017012712781090452)	(70, 0.018146123991039355)	(72, 0.018724940141197004)	(74, 0.01931869640316944)	(76, 0.020011600679912717)	(78, 0.020739817948218216)	(80, 0.02148569171230482)	(82, 0.022377344749250842)	(84, 0.023317439966929657)	(86, 0.024363021428634064)	(88, 0.02543282398070487)	(90, 0.02658683443573174)	(92, 0.027749220407988107)	(94, 0.029116919735032498)	(96, 0.03051766840033384)	(98, 0.03208615377555572)	(100, 0.033937595813936405)	(102, 0.03807532769064023)	(104, 0.04001980587986753)	(106, 0.04197650779694329)	(108, 0.04391645867956005)	(110, 0.04611469240430817)	(112, 0.04835933102181432)	(114, 0.05075767169874835)	(116, 0.0535890492529806)	(118, 0.05669681887578638)	(120, 0.060178770389953354)	(122, 0.06427666196848442)	(124, 0.06868082583921856)	(126, 0.073669238628043)	(128, 0.07961313947702212)	(130, 0.08627190203980561)	(132, 0.09385423515113944)	(134, 0.10181278744180923)	(136, 0.10984536119556135)	(138, 0.11856744374609884)
BACW_59_1_val_1 - polya	(1, 0.05404810461573812)	(2, 0.061431641315414336)	(3, 0.06891889718477685)	(4, 0.07416373554707906)	(5, 0.08148975113518253)	(6, 0.08804715785447541)	(7, 0.09397047358005298)	(8, 0.10127112552840783)	(9, 0.10802917675499776)	(10, 0.12082739761886421)	(12, 0.13733754186772618)	(14, 0.15239448543563416)	(16, 0.17357221878144824)	(18, 0.19177855643849856)	(20, 0.22080067475977838)	(22, 0.23859258866022193)	(24, 0.25519762009707203)	(26, 0.2697876009403225)	(28, 0.28456056232747373)	(30, 0.30308394548138173)	(32, 0.32157335947491217)	(34, 0.33968435702183597)	(36, 0.356644932337305)	(38, 0.3694075988133096)	(40, 0.3817884519266699)	(42, 0.3953215389600385)	(44, 0.4126926881939381)	(46, 0.43106728642539227)	(48, 0.4446685382405853)	(50, 0.46033103870749137)	(52, 0.4807831907876398)	(54, 0.4966273130320315)	(56, 0.5112829675853454)	(58, 0.5251625400545656)	(60, 0.5406207726370678)	(62, 0.5565661229793848)	(64, 0.5701979470389176)	(66, 0.5864209386520541)	(68, 0.6016776208829825)	(70, 0.6180679672262461)	(72, 0.6334233864833387)	(74, 0.65315312775279)	(76, 0.6796973090550581)	(78, 0.696469468760966)	(80, 0.711080963405789)	(82, 0.7278076044367909)	(84, 0.7520858162808035)	(86, 0.7712149827947787)	(88, 0.7902060080565518)	(90, 0.8084424650358036)	(92, 0.8272188052039902)	(94, 0.8461946575741279)	(96, 0.8641804221497931)	(98, 0.8862259543127203)	(100, 0.9072044019176524)	(102, 0.9298235599688228)	(104, 0.9480541289602759)	(106, 0.9682870667254542)	(108, 0.9912617686552435)	(110, 1.0100353912905997)	(112, 1.0256299534367508)	(114, 1.0436974704583912)	(116, 1.066026305418868)	(118, 1.0827255446604984)										
